Field,Description,Type,Coverage,Users,Alphas
oth455_partner_n2v_p10_q200_w1_kmeans_cluster_10,KMeans cluster label (k=10) on window 1 N2V partner latent vectors; D1-lagged,GROUP,90%,13,105
oth455_partner_n2v_p10_q200_w1_kmeans_cluster_20,"KMeans cluster label (k=20) based on the W1 latent embedding vector, D1‑lagged",GROUP,90%,5,8
oth455_partner_n2v_p10_q200_w1_kmeans_cluster_5,"KMeans cluster label (k=5) based on the W1 latent embedding vector, D1‑lagged",GROUP,89%,12,448
oth455_partner_n2v_p10_q200_w1_pca_fact1_cluster_10,"Cluster assignment (k=10) based on the 1st principal component score derived from the W1 latent embedding, D1‑lagged",GROUP,90%,2,2
oth455_partner_n2v_p10_q200_w1_pca_fact1_cluster_20,Cluster assignment based on the 1st principal component scores (k=20) in window 1,GROUP,90%,4,4
oth455_partner_n2v_p10_q200_w1_pca_fact1_cluster_5,Cluster assignment based on the 1st principal component scores (k=5) in window 1,GROUP,89%,1,1
oth455_partner_n2v_p10_q200_w1_pca_fact2_cluster_10,Cluster label (k=10) based on the 2nd PCA factor of the partner N2V embedding in window 1,GROUP,89%,7,396
oth455_partner_n2v_p10_q200_w1_pca_fact2_cluster_20,Cluster label (k=20) based on the 2nd PCA factor of the partner N2V embedding in window 1,GROUP,90%,1,1
oth455_partner_n2v_p10_q200_w1_pca_fact2_cluster_5,Cluster label (k=5) based on the 2nd PCA factor of the partner N2V embedding in window 1,GROUP,88%,2,3
oth455_partner_n2v_p10_q200_w1_pca_fact3_cluster_10,Cluster label (k=10) based on the 3rd PCA factor of the partner N2V embedding in window 1,GROUP,90%,3,3
oth455_partner_n2v_p10_q200_w1_pca_fact3_cluster_20,"Cluster assignment (k=20) based on the 3rd principal component score derived from the W1 latent embedding, D1‑lagged",GROUP,90%,0,0
oth455_partner_n2v_p10_q200_w1_pca_fact3_cluster_5,Cluster assignment based on the 3rd principal component scores (k=5) in window 1,GROUP,89%,0,0
oth455_partner_n2v_p10_q200_w2_kmeans_cluster_10,KMeans cluster label (k=10) on the partner N2V latent vectors in window 2,GROUP,90%,7,18
oth455_partner_n2v_p10_q200_w2_kmeans_cluster_20,KMeans cluster label with k=20 in window 2,GROUP,90%,3,4
oth455_partner_n2v_p10_q200_w2_kmeans_cluster_5,KMeans cluster label (k=5) on the partner N2V latent vectors in window 2,GROUP,89%,1,1
oth455_partner_n2v_p10_q200_w2_pca_fact1_cluster_10,Cluster label (k=10) based on the 1st PCA factor of the partner N2V embedding in window 2,GROUP,90%,4,89
oth455_partner_n2v_p10_q200_w2_pca_fact1_cluster_20,Cluster label (k=20) based on the 1st PCA factor of the partner N2V embedding in window 2,GROUP,90%,4,5
oth455_partner_n2v_p10_q200_w2_pca_fact1_cluster_5,"Cluster assignment (k=5) based on the 1st principal component score derived from the W2 latent embedding, D1‑lagged",GROUP,89%,0,0
oth455_partner_n2v_p10_q200_w2_pca_fact2_cluster_10,Cluster label (k=10) based on the 2nd PCA factor of the partner N2V embedding in window 2,GROUP,90%,2,2
oth455_partner_n2v_p10_q200_w2_pca_fact2_cluster_20,Cluster label (k=20) based on the 2nd PCA factor of the partner N2V embedding in window 2,GROUP,90%,2,93
oth455_partner_n2v_p10_q200_w2_pca_fact2_cluster_5,Cluster assignment based on the 2nd principal component scores (k=5) in window 2,GROUP,88%,2,2
oth455_partner_n2v_p10_q200_w2_pca_fact3_cluster_10,Cluster assignment based on the 3rd principal component scores (k=10) in window 2,GROUP,90%,3,3
oth455_partner_n2v_p10_q200_w2_pca_fact3_cluster_20,"Cluster assignment (k=20) based on the 3rd principal component score derived from the W2 latent embedding, D1‑lagged",GROUP,90%,6,9
oth455_partner_n2v_p10_q200_w2_pca_fact3_cluster_5,Cluster assignment based on the 3rd principal component scores (k=5) in window 2,GROUP,89%,3,4
oth455_partner_n2v_p10_q200_w3_kmeans_cluster_10,KMeans cluster label (k=10) on the partner N2V latent vectors in window 3,GROUP,90%,2,5
oth455_partner_n2v_p10_q200_w3_kmeans_cluster_20,KMeans cluster label with k=20 in window 3,GROUP,90%,4,5
oth455_partner_n2v_p10_q200_w3_kmeans_cluster_5,KMeans cluster label with k=5 in window 3,GROUP,89%,4,337
oth455_partner_n2v_p10_q200_w3_pca_fact1_cluster_10,Cluster label (k=10) based on the 1st PCA factor of the partner N2V embedding in window 3,GROUP,90%,4,4
oth455_partner_n2v_p10_q200_w3_pca_fact1_cluster_20,Cluster label (k=20) based on the 1st PCA factor of the partner N2V embedding in window 3,GROUP,90%,1,1
oth455_partner_n2v_p10_q200_w3_pca_fact1_cluster_5,"Cluster assignment (k=5) based on the 1st principal component score derived from the W3 latent embedding, D1‑lagged",GROUP,89%,1,1
oth455_partner_n2v_p10_q200_w3_pca_fact2_cluster_10,Cluster label (k=10) based on the 2nd PCA factor of the partner N2V embedding in window 3,GROUP,90%,6,11
oth455_partner_n2v_p10_q200_w3_pca_fact2_cluster_20,Cluster assignment based on the 2nd principal component scores (k=20) in window 3,GROUP,90%,6,19
oth455_partner_n2v_p10_q200_w3_pca_fact2_cluster_5,Cluster label (k=5) based on the 2nd PCA factor of the partner N2V embedding in window 3,GROUP,89%,2,6
oth455_partner_n2v_p10_q200_w3_pca_fact3_cluster_10,Cluster assignment based on the 3rd principal component scores (k=10) in window 3,GROUP,90%,3,3
oth455_partner_n2v_p10_q200_w3_pca_fact3_cluster_20,"Cluster assignment (k=20) based on the 3rd principal component score derived from the W3 latent embedding, D1‑lagged",GROUP,90%,1,5
oth455_partner_n2v_p10_q200_w3_pca_fact3_cluster_5,"Cluster assignment (k=5) based on the 3rd principal component score derived from the W3 latent embedding, D1‑lagged",GROUP,89%,3,3
oth455_partner_n2v_p10_q200_w4_kmeans_cluster_10,KMeans cluster label (k=10) on the Node2Vec partner embedding in window 4,GROUP,90%,3,18
oth455_partner_n2v_p10_q200_w4_kmeans_cluster_20,"KMeans cluster label (k=20) based on the W4 latent embedding vector, D1‑lagged",GROUP,90%,5,11
oth455_partner_n2v_p10_q200_w4_kmeans_cluster_5,"KMeans cluster label (k=5) based on the W4 latent embedding vector, D1‑lagged",GROUP,89%,2,2
oth455_partner_n2v_p10_q200_w4_pca_fact1_cluster_10,Cluster assignment based on the 1st principal component scores (k=10) in window 4,GROUP,90%,0,0
oth455_partner_n2v_p10_q200_w4_pca_fact1_cluster_20,Cluster label (k=20) based on the 1st PCA factor of the partner N2V embedding in window 4,GROUP,90%,1,1
oth455_partner_n2v_p10_q200_w4_pca_fact1_cluster_5,"Cluster assignment (k=5) based on the 1st principal component score derived from the W4 latent embedding, D1‑lagged",GROUP,89%,4,78
oth455_partner_n2v_p10_q200_w4_pca_fact2_cluster_10,Cluster label (k=10) based on the 2nd PCA factor of the partner N2V embedding in window 4,GROUP,90%,0,0
oth455_partner_n2v_p10_q200_w4_pca_fact2_cluster_20,Cluster assignment based on the 2nd principal component scores (k=20) in window 4,GROUP,90%,4,4
oth455_partner_n2v_p10_q200_w4_pca_fact2_cluster_5,"Cluster assignment (k=5) based on the 2nd principal component score derived from the W4 latent embedding, D1‑lagged",GROUP,89%,1,1
oth455_partner_n2v_p10_q200_w4_pca_fact3_cluster_10,Cluster label (k=10) based on the 3rd PCA factor of the partner N2V embedding in window 4,GROUP,90%,3,4
oth455_partner_n2v_p10_q200_w4_pca_fact3_cluster_20,Cluster assignment based on the 3rd principal component scores (k=20) in window 4,GROUP,90%,7,8
oth455_partner_n2v_p10_q200_w4_pca_fact3_cluster_5,Cluster label (k=5) based on the 3rd PCA factor of the partner N2V embedding in window 4,GROUP,89%,7,643
oth455_partner_n2v_p10_q200_w5_kmeans_cluster_10,KMeans cluster label (k=10) on the Node2Vec partner embedding in window 5,GROUP,90%,9,328
oth455_partner_n2v_p10_q200_w5_kmeans_cluster_20,KMeans cluster label (k=20) on the partner N2V latent vectors in window 5,GROUP,90%,3,3
oth455_partner_n2v_p10_q200_w5_kmeans_cluster_5,KMeans cluster label (k=5) on the Node2Vec partner embedding in window 5,GROUP,89%,1,1
oth455_partner_n2v_p10_q200_w5_pca_fact1_cluster_10,Cluster label (k=10) based on the 1st PCA factor of the partner N2V embedding in window 5,GROUP,90%,1,1
oth455_partner_n2v_p10_q200_w5_pca_fact1_cluster_20,Cluster assignment based on the 1st principal component scores (k=20) in window 5,GROUP,90%,3,3
oth455_partner_n2v_p10_q200_w5_pca_fact1_cluster_5,"Cluster assignment (k=5) based on the 1st principal component score derived from the W5 latent embedding, D1‑lagged",GROUP,89%,1,1
oth455_partner_n2v_p10_q200_w5_pca_fact2_cluster_10,"Cluster assignment (k=10) based on the 2nd principal component score derived from the W5 latent embedding, D1‑lagged",GROUP,90%,3,4
oth455_partner_n2v_p10_q200_w5_pca_fact2_cluster_20,Cluster label (k=20) based on the 2nd PCA factor of the partner N2V embedding in window 5,GROUP,90%,0,0
oth455_partner_n2v_p10_q200_w5_pca_fact2_cluster_5,"Cluster assignment (k=5) based on the 2nd principal component score derived from the W5 latent embedding, D1‑lagged",GROUP,89%,2,4
oth455_partner_n2v_p10_q200_w5_pca_fact3_cluster_10,Cluster label (k=10) based on the 3rd PCA factor of the partner N2V embedding in window 5,GROUP,90%,2,2
oth455_partner_n2v_p10_q200_w5_pca_fact3_cluster_20,Cluster assignment based on the 3rd principal component scores (k=20) in window 5,GROUP,90%,3,4
oth455_partner_n2v_p10_q200_w5_pca_fact3_cluster_5,"Cluster assignment (k=5) based on the 3rd principal component score derived from the W5 latent embedding, D1‑lagged",GROUP,89%,0,0
oth455_partner_n2v_p10_q50_w1_kmeans_cluster_10,KMeans cluster label with 10 groups in window 1,GROUP,90%,8,162
oth455_partner_n2v_p10_q50_w1_kmeans_cluster_20,KMeans cluster label with 20 groups in window 1,GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w1_kmeans_cluster_5,KMeans cluster label with k=5 in window 1,GROUP,89%,2,2
oth455_partner_n2v_p10_q50_w1_pca_fact1_cluster_10,Cluster assignment for the 1st principal component with k=10 in window 1,GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w1_pca_fact1_cluster_20,"D1-lagged categorical cluster ID (20 clusters) based on the PC1 score from the USA partner Node2Vec embedding (P10 Q50), window 1",GROUP,90%,0,0
oth455_partner_n2v_p10_q50_w1_pca_fact1_cluster_5,"Cluster assignment for PCA component 1, k=5, window 1",GROUP,89%,1,1
oth455_partner_n2v_p10_q50_w1_pca_fact2_cluster_10,Cluster assignment for the 2nd principal component with k=10 in window 1,GROUP,90%,4,6
oth455_partner_n2v_p10_q50_w1_pca_fact2_cluster_20,"Cluster assignment for component 2, k=20, window 1",GROUP,90%,3,3
oth455_partner_n2v_p10_q50_w1_pca_fact2_cluster_5,"Cluster assignment for PCA component 2, k=5, window 1",GROUP,89%,1,1
oth455_partner_n2v_p10_q50_w1_pca_fact3_cluster_10,"D1-lagged categorical cluster ID (10 clusters) based on the PC3 score from the USA partner Node2Vec embedding (P10 Q50), window 1",GROUP,90%,2,3
oth455_partner_n2v_p10_q50_w1_pca_fact3_cluster_20,Cluster assignment for the 3rd principal component with k=20 in window 1,GROUP,90%,2,2
oth455_partner_n2v_p10_q50_w1_pca_fact3_cluster_5,Cluster assignment into 5 groups based on PCA factor 3 using window 1 (D1-lagged),GROUP,89%,3,3
oth455_partner_n2v_p10_q50_w2_kmeans_cluster_10,"KMeans cluster label, k=10, window 2",GROUP,90%,3,26
oth455_partner_n2v_p10_q50_w2_kmeans_cluster_20,"KMeans cluster label, k=20, window 2",GROUP,90%,6,10
oth455_partner_n2v_p10_q50_w2_kmeans_cluster_5,"KMeans cluster label, k=5, window 2",GROUP,89%,1,1
oth455_partner_n2v_p10_q50_w2_pca_fact1_cluster_10,"D1-lagged categorical cluster ID (10 clusters) based on the PC1 score from the USA partner Node2Vec embedding (P10 Q50), window 2",GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w2_pca_fact1_cluster_20,"Cluster assignment for PCA component 1, k=20, window 2",GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w2_pca_fact1_cluster_5,Cluster assignment for the 1st principal component with k=5 in window 2,GROUP,89%,2,2
oth455_partner_n2v_p10_q50_w2_pca_fact2_cluster_10,Cluster assignment for the 2nd principal component with k=10 in window 2,GROUP,90%,2,2
oth455_partner_n2v_p10_q50_w2_pca_fact2_cluster_20,Cluster assignment for the 2nd principal component with k=20 in window 2,GROUP,90%,1,2
oth455_partner_n2v_p10_q50_w2_pca_fact2_cluster_5,"D1-lagged categorical cluster ID (5 clusters) based on the PC2 score from the USA partner Node2Vec embedding (P10 Q50), window 2",GROUP,89%,68,959
oth455_partner_n2v_p10_q50_w2_pca_fact3_cluster_10,"D1-lagged categorical cluster ID (10 clusters) based on the PC3 score from the USA partner Node2Vec embedding (P10 Q50), window 2",GROUP,90%,3,3
oth455_partner_n2v_p10_q50_w2_pca_fact3_cluster_20,"D1-lagged categorical cluster ID (20 clusters) based on the PC3 score from the USA partner Node2Vec embedding (P10 Q50), window 2",GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w2_pca_fact3_cluster_5,Cluster assignment for the 3rd principal component with k=5 in window 2,GROUP,89%,2,2
oth455_partner_n2v_p10_q50_w3_kmeans_cluster_10,"KMeans cluster label, k=10, window 3",GROUP,90%,4,18
oth455_partner_n2v_p10_q50_w3_kmeans_cluster_20,KMeans cluster label with k=20 in window 3,GROUP,90%,0,0
oth455_partner_n2v_p10_q50_w3_kmeans_cluster_5,"KMeans cluster label, k=5, window 3",GROUP,89%,3,5
oth455_partner_n2v_p10_q50_w3_pca_fact1_cluster_10,Cluster assignment for the 1st principal component with k=10 in window 3,GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w3_pca_fact1_cluster_20,"Cluster ID from grouping PC1 scores into 20 categories for window 3 (USA partner N2V, D1-lagged)",GROUP,90%,3,4
oth455_partner_n2v_p10_q50_w3_pca_fact1_cluster_5,Cluster ID (k=5) based on PCA component 1 score from the D1-lagged Node2Vec partner embedding using window size 3,GROUP,89%,7,63
oth455_partner_n2v_p10_q50_w3_pca_fact2_cluster_10,Cluster ID (k=10) based on PCA component 2 score from the D1-lagged Node2Vec partner embedding using window size 3,GROUP,89%,4,256
oth455_partner_n2v_p10_q50_w3_pca_fact2_cluster_20,"Cluster assignment for PCA component 2, k=20, window 3",GROUP,90%,6,6
oth455_partner_n2v_p10_q50_w3_pca_fact2_cluster_5,"Cluster assignment for PCA component 2, k=5, window 3",GROUP,89%,1,1
oth455_partner_n2v_p10_q50_w3_pca_fact3_cluster_10,Cluster ID (k=10) based on PCA component 3 score from the D1-lagged Node2Vec partner embedding using window size 3,GROUP,90%,3,3
oth455_partner_n2v_p10_q50_w3_pca_fact3_cluster_20,"Cluster assignment for PCA component 3, k=20, window 3",GROUP,90%,2,2
oth455_partner_n2v_p10_q50_w3_pca_fact3_cluster_5,"Cluster assignment for PCA component 3, k=5, window 3",GROUP,89%,7,52
oth455_partner_n2v_p10_q50_w4_kmeans_cluster_10,"KMeans cluster label (k=10) on the window-4 latent vectors from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,90%,5,122
oth455_partner_n2v_p10_q50_w4_kmeans_cluster_20,KMeans cluster label with k=20 in window 4,GROUP,90%,3,3
oth455_partner_n2v_p10_q50_w4_kmeans_cluster_5,"KMeans cluster label (k=5) on the window-4 latent vectors from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,89%,2,2
oth455_partner_n2v_p10_q50_w4_pca_fact1_cluster_10,Cluster assignment for the 1st principal component with k=10 in window 4,GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w4_pca_fact1_cluster_20,"Cluster ID from grouping PC1 scores into 20 categories for window 4 (USA partner N2V, D1-lagged)",GROUP,90%,0,0
oth455_partner_n2v_p10_q50_w4_pca_fact1_cluster_5,"Cluster ID from grouping PC1 scores into 5 categories for window 4 (USA partner N2V, D1-lagged)",GROUP,89%,3,3
oth455_partner_n2v_p10_q50_w4_pca_fact2_cluster_10,"Cluster ID from grouping PC2 scores into 10 categories for window 4 (USA partner N2V, D1-lagged)",GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w4_pca_fact2_cluster_20,"Cluster ID from grouping PC2 scores into 20 categories for window 4 (USA partner N2V, D1-lagged)",GROUP,90%,2,2
oth455_partner_n2v_p10_q50_w4_pca_fact2_cluster_5,Cluster assignment for the 2nd principal component with k=5 in window 4,GROUP,89%,7,548
oth455_partner_n2v_p10_q50_w4_pca_fact3_cluster_10,"Categorical cluster label (k=10) based on the 3rd PCA component score of the window-4 latent embedding from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w4_pca_fact3_cluster_20,"Categorical cluster label (k=20) based on the 3rd PCA component score of the window-4 latent embedding from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,90%,7,9
oth455_partner_n2v_p10_q50_w4_pca_fact3_cluster_5,"Categorical cluster label (k=5) based on the 3rd PCA component score of the window-4 latent embedding from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,89%,0,0
oth455_partner_n2v_p10_q50_w5_kmeans_cluster_10,"KMeans cluster label, k=10, window 5",GROUP,90%,10,405
oth455_partner_n2v_p10_q50_w5_kmeans_cluster_20,"KMeans cluster label (k=20) on the window-5 latent vectors from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,90%,6,7
oth455_partner_n2v_p10_q50_w5_kmeans_cluster_5,"KMeans cluster label (k=5) on the window-5 latent vectors from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,89%,7,7
oth455_partner_n2v_p10_q50_w5_pca_fact1_cluster_10,"Categorical cluster label (k=10) based on the 1st PCA component score of the window-5 latent embedding from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,90%,0,0
oth455_partner_n2v_p10_q50_w5_pca_fact1_cluster_20,"Cluster assignment for PCA component 1, k=20, window 5",GROUP,90%,2,2
oth455_partner_n2v_p10_q50_w5_pca_fact1_cluster_5,"Cluster assignment for PCA component 1, k=5, window 5",GROUP,89%,1,1
oth455_partner_n2v_p10_q50_w5_pca_fact2_cluster_10,"Categorical cluster label (k=10) based on the 2nd PCA component score of the window-5 latent embedding from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,90%,3,4
oth455_partner_n2v_p10_q50_w5_pca_fact2_cluster_20,"Categorical cluster label (k=20) based on the 2nd PCA component score of the window-5 latent embedding from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,90%,2,2
oth455_partner_n2v_p10_q50_w5_pca_fact2_cluster_5,"Categorical cluster label (k=5) based on the 2nd PCA component score of the window-5 latent embedding from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,89%,0,0
oth455_partner_n2v_p10_q50_w5_pca_fact3_cluster_10,"Categorical cluster label (k=10) based on the 3rd PCA component score of the window-5 latent embedding from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,90%,3,5
oth455_partner_n2v_p10_q50_w5_pca_fact3_cluster_20,"Categorical cluster label (k=20) based on the 3rd PCA component score of the window-5 latent embedding from the USA partner Node2Vec (P10,Q50) network, D1-lagged",GROUP,90%,1,1
oth455_partner_n2v_p10_q50_w5_pca_fact3_cluster_5,"Cluster assignment for PCA component 3, k=5, window 5",GROUP,89%,1,1
oth455_partner_n2v_p50_q200_w1_kmeans_cluster_10,"Categorical cluster label (KMeans, 10 groups) on latent vectors from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,90%,9,27
oth455_partner_n2v_p50_q200_w1_kmeans_cluster_20,"Categorical cluster label (KMeans, 20 groups) on latent vectors from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,90%,3,3
oth455_partner_n2v_p50_q200_w1_kmeans_cluster_5,"Categorical cluster label (KMeans, 5 groups) on latent vectors from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,89%,4,5
oth455_partner_n2v_p50_q200_w1_pca_fact1_cluster_10,"Categorical cluster label (10 groups) based on PCA component 1 scores from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,90%,1,1
oth455_partner_n2v_p50_q200_w1_pca_fact1_cluster_20,"Categorical cluster label (20 groups) based on PCA component 1 scores from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,90%,6,6
oth455_partner_n2v_p50_q200_w1_pca_fact1_cluster_5,"Categorical cluster label (5 groups) based on PCA component 1 scores from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,89%,1,1
oth455_partner_n2v_p50_q200_w1_pca_fact2_cluster_10,"Categorical cluster label (10 groups) based on PCA component 2 scores from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,89%,2,3
oth455_partner_n2v_p50_q200_w1_pca_fact2_cluster_20,"Categorical cluster label (20 groups) based on PCA component 2 scores from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,90%,3,3
oth455_partner_n2v_p50_q200_w1_pca_fact2_cluster_5,"Categorical cluster label (5 groups) based on PCA component 2 scores from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,88%,4,4
oth455_partner_n2v_p50_q200_w1_pca_fact3_cluster_10,"Categorical cluster label (10 groups) based on PCA component 3 scores from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,90%,2,2
oth455_partner_n2v_p50_q200_w1_pca_fact3_cluster_20,"Categorical cluster label (20 groups) based on PCA component 3 scores from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,90%,5,121
oth455_partner_n2v_p50_q200_w1_pca_fact3_cluster_5,"Categorical cluster label (5 groups) based on PCA component 3 scores from USA partner Node2Vec (P50,Q200) embeddings, window 1, D1-lagged",GROUP,89%,1,1
oth455_partner_n2v_p50_q200_w2_kmeans_cluster_10,"KMeans cluster label (k=10) on the window-2 USA partner-relationship Node2Vec embeddings (D1-lagged); categorical, non-ordinal",GROUP,90%,9,422
oth455_partner_n2v_p50_q200_w2_kmeans_cluster_20,"KMeans cluster label (k=20) on the window-2 USA partner-relationship Node2Vec embeddings (D1-lagged); categorical, non-ordinal",GROUP,90%,1,1
oth455_partner_n2v_p50_q200_w2_kmeans_cluster_5,"KMeans cluster label (k=5) on the window-2 USA partner-relationship Node2Vec embeddings (D1-lagged); categorical, non-ordinal",GROUP,89%,1,1
oth455_partner_n2v_p50_q200_w2_pca_fact1_cluster_10,"Categorical cluster label (10 groups) based on PCA component 1 scores from USA partner Node2Vec (P50,Q200) embeddings, window 2, D1-lagged",GROUP,90%,2,3
oth455_partner_n2v_p50_q200_w2_pca_fact1_cluster_20,"Categorical cluster label (20 groups) based on PCA component 1 scores from USA partner Node2Vec (P50,Q200) embeddings, window 2, D1-lagged",GROUP,90%,5,5
oth455_partner_n2v_p50_q200_w2_pca_fact1_cluster_5,"Categorical cluster label (5 groups) based on PCA component 1 scores from USA partner Node2Vec (P50,Q200) embeddings, window 2, D1-lagged",GROUP,89%,5,5
oth455_partner_n2v_p50_q200_w2_pca_fact2_cluster_10,"Categorical cluster label (10 groups) based on PCA component 2 scores from USA partner Node2Vec (P50,Q200) embeddings, window 2, D1-lagged",GROUP,90%,3,3
oth455_partner_n2v_p50_q200_w2_pca_fact2_cluster_20,"Categorical cluster label (20 groups) based on PCA component 2 scores from USA partner Node2Vec (P50,Q200) embeddings, window 2, D1-lagged",GROUP,90%,2,2
oth455_partner_n2v_p50_q200_w2_pca_fact2_cluster_5,"Categorical cluster label (5 groups) based on PCA component 2 scores from USA partner Node2Vec (P50,Q200) embeddings, window 2, D1-lagged",GROUP,88%,1,1
oth455_partner_n2v_p50_q200_w2_pca_fact3_cluster_10,"Categorical cluster label (10 groups) based on PCA component 3 scores from USA partner Node2Vec (P50,Q200) embeddings, window 2, D1-lagged",GROUP,90%,4,4
oth455_partner_n2v_p50_q200_w2_pca_fact3_cluster_20,"Categorical cluster label (20 groups) based on PCA component 3 scores from USA partner Node2Vec (P50,Q200) embeddings, window 2, D1-lagged",GROUP,90%,1,6
oth455_partner_n2v_p50_q200_w2_pca_fact3_cluster_5,"Categorical cluster label (5 groups) based on PCA component 3 scores from USA partner Node2Vec (P50,Q200) embeddings, window 2, D1-lagged",GROUP,89%,4,4
oth455_partner_n2v_p50_q200_w3_kmeans_cluster_10,"KMeans cluster label (k=10) on the window-3 USA partner-relationship Node2Vec embeddings (D1-lagged); categorical, non-ordinal",GROUP,90%,3,13
oth455_partner_n2v_p50_q200_w3_kmeans_cluster_20,"KMeans cluster label (k=20) on the window-3 USA partner-relationship Node2Vec embeddings (D1-lagged); categorical, non-ordinal",GROUP,90%,3,3
oth455_partner_n2v_p50_q200_w3_kmeans_cluster_5,"KMeans cluster label (k=5) on the window-3 USA partner-relationship Node2Vec embeddings (D1-lagged); categorical, non-ordinal",GROUP,89%,3,3
oth455_partner_n2v_p50_q200_w3_pca_fact1_cluster_10,"Cluster label (k=10) from clustering PC1 scores of window-3 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,1,1
oth455_partner_n2v_p50_q200_w3_pca_fact1_cluster_20,"Cluster label (k=20) from clustering PC1 scores of window-3 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,2,4
oth455_partner_n2v_p50_q200_w3_pca_fact1_cluster_5,"Cluster label (k=5) from clustering PC1 scores of window-3 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,89%,7,525
oth455_partner_n2v_p50_q200_w3_pca_fact2_cluster_10,"Cluster label (k=10) from clustering PC2 scores of window-3 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,3,463
oth455_partner_n2v_p50_q200_w3_pca_fact2_cluster_20,"Cluster label (k=20) from clustering PC2 scores of window-3 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,2,3
oth455_partner_n2v_p50_q200_w3_pca_fact2_cluster_5,"Cluster label (k=5) from clustering PC2 scores of window-3 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,89%,3,3
oth455_partner_n2v_p50_q200_w3_pca_fact3_cluster_10,"Cluster label (k=10) from clustering PC3 scores of window-3 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,1,1
oth455_partner_n2v_p50_q200_w3_pca_fact3_cluster_20,"Cluster label (k=20) from clustering PC3 scores of window-3 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,0,0
oth455_partner_n2v_p50_q200_w3_pca_fact3_cluster_5,"Cluster label (k=5) from clustering PC3 scores of window-3 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,89%,8,8
oth455_partner_n2v_p50_q200_w4_kmeans_cluster_10,Categorical KMeans cluster label (k=10) computed on the window-4 N2V partner-network latent vectors for USA stocks (D1-lagged),GROUP,90%,5,9
oth455_partner_n2v_p50_q200_w4_kmeans_cluster_20,Categorical KMeans cluster label (k=20) computed on the window-4 N2V partner-network latent vectors for USA stocks (D1-lagged),GROUP,90%,2,3
oth455_partner_n2v_p50_q200_w4_kmeans_cluster_5,Categorical KMeans cluster label (k=5) computed on the window-4 N2V partner-network latent vectors for USA stocks (D1-lagged),GROUP,89%,2,2
oth455_partner_n2v_p50_q200_w4_pca_fact1_cluster_10,"Cluster label (k=10) from clustering PC1 scores of window-4 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,0,0
oth455_partner_n2v_p50_q200_w4_pca_fact1_cluster_20,"Cluster label (k=20) from clustering PC1 scores of window-4 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,90%,0,0
oth455_partner_n2v_p50_q200_w4_pca_fact1_cluster_5,"Cluster label (k=5) from clustering PC1 scores of window-4 USA partner Node2Vec embeddings; categorical, non-ordinal",GROUP,89%,5,5
